"X.Field.tID"	"tText"	"Handle"	"ReceivedTimePT"	"NumTweets"	"NumTweetsWeighted"	"DateAggregationKeys"	"Flags"	"NFPPrediction"	"date"
"2987"	520443969986371584	"with entrepreneurial growth, #nailthenumber 229,000"	"@cegokekotuh"	"10/9/2014 10:21:26 PM"	1	0	"HourId:2014100922,DayId:20141009,WeekId:201441,MonthId:201410"	"IsVerified:false"	229	"10/9/2014"
"2988"	522538789156425728	"with entrepreneurial growth, #nailthenumber 229,000 http:\/\/t.co\/lclff08ld1"	"@mexomusisifi"	"10/15/2014 5:05:30 PM"	1	0	"HourId:2014101517,DayId:20141015,WeekId:201442,MonthId:201410"	"IsVerified:false"	229	"10/15/2014"
"2989"	522546919701487616	"with entrepreneurial growth, #nailthenumber 229,000 http:\/\/t.co\/vl7otvarab"	"@cevycepobyc"	"10/15/2014 5:37:48 PM"	1	0.693147180559945	"HourId:2014101517,DayId:20141015,WeekId:201442,MonthId:201410"	"IsVerified:false"	229	"10/15/2014"
"2990"	526693237642498048	"@squawkstreet #nailthenumber 310,000 11\/7\/14 jobs number for oct 2014."	"@jwoger"	"10/27/2014 4:13:48 AM"	1	0	"HourId:2014102704,DayId:20141027,WeekId:201444,MonthId:201410"	"IsVerified:false"	310	"10/27/2014"
"2991"	528728223979671552	"1\/starting the ball rolling. my #bbgestimatenfp #nfpguesses #nailthenumber for october is 187,940."	"@stattrader"	"11/1/2014 7:00:06 PM"	1	5.40267738187228	"HourId:2014110119,DayId:20141101,WeekId:201444,MonthId:201411"	"IsVerified:false"	187.94	"11/1/2014"
"2992"	529088697510424576	"@squawkstreet #nailthenumber nfp 300 k 11-7-2014 for october 2014"	"@paulrasky"	"11/2/2014 5:52:30 PM"	1	1.79175946922806	"HourId:2014110217,DayId:20141102,WeekId:201445,MonthId:201411"	"IsVerified:false"	300	"11/2/2014"
"2993"	529305528976289792	"with today's ism release, our model is currently tracking towards 263k payroll additions &amp; a 5.8% unemployment rate for october #nfpguesses"	"@nwpcapital"	"11/3/2014 8:14:06 AM"	1	5.64544689764324	"HourId:2014110308,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	263	"11/3/2014"
"2994"	529354122810888192	"@squawkstreet#nailthenumber my guess is 285000"	"@jimmy412thomas"	"11/3/2014 11:27:12 AM"	1	2.63905732961526	"HourId:2014110311,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	285	"11/3/2014"
"2995"	529354998774513664	"@squawkstreet#nailthenumber my guess is 286000"	"@jimmy412thomas"	"11/3/2014 11:30:41 AM"	1	2.63905732961526	"HourId:2014110311,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	286	"11/3/2014"
"2996"	529416739931426816	"@squawkstreet#nailthenumber my guess is 285000"	"@jimmy412thomas"	"11/3/2014 3:36:01 PM"	1	2.63905732961526	"HourId:2014110315,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	285	"11/3/2014"
"2997"	529418211976949760	"@squawksrteet#nailthenumber my guess is 280000"	"@jimmy412thomas"	"11/3/2014 3:41:52 PM"	1	2.63905732961526	"HourId:2014110315,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	280	"11/3/2014"
"2998"	529418946122747904	"@squawkstreet#nailthenumber 281000 is my guess"	"@jimmy412thomas"	"11/3/2014 3:44:47 PM"	1	2.63905732961526	"HourId:2014110315,DayId:20141103,WeekId:201445,MonthId:201411"	"IsVerified:false"	281	"11/3/2014"
